url,price,mileage,under_over_valued,potential_roi
https://www.car.info/sv-se/car-for-sale/volvo-v70-t4-powershift-180ps-2012-51146878,95000.0,24418.0,-23000.662940587412,-0.24211224147986748
https://www.car.info/sv-se/car-for-sale/volvo-v70-t4-powershift-180ps-2011-51040108,50000.0,20413.0,38467.36616046869,0.7693473232093738
https://www.car.info/sv-se/car-for-sale/volvo-v70-t4-powershift-180ps-2012-50918017,80000.0,21692.0,3208.287703477239,0.040103596293465486
https://www.car.info/sv-se/car-for-sale/volvo-v70-t4-powershift-180ps-2011-50639496,64900.0,30371.0,-17378.609816639088,-0.26777518977872244
https://www.car.info/sv-se/car-for-sale/volvo-v70-t4-powershift-180ps-2013-50588629,114999.0,21246.0,-29956.819417853345,-0.2604963470800037
https://www.car.info/sv-se/car-for-sale/volvo-v70-t4-powershift-180ps-2011-50490000,0.0,29675.0,50383.24992227103,0
https://www.car.info/sv-se/car-for-sale/volvo-v70-t4-powershift-180ps-2011-50221215,76000.0,28728.0,-21722.81161113718,-0.28582646856759447
